filename	model_pred	model_prob	ground_pred	ground_prob
Places365_val_00000001.jpg	rope_bridge	0.5673227906227112	greenhouse/indoor	0.0021814340725541115
Places365_val_00000002.jpg	kitchen	0.372006893157959	wet_bar	0.10425258427858353
Places365_val_00000003.jpg	operating_room	0.8467470407485962	clean_room	0.09783578664064407
Places365_val_00000004.jpg	golf_course	0.37087780237197876	golf_course	0.37087780237197876
Places365_val_00000005.jpg	cliff	0.2536572813987732	rock_arch	0.2413826584815979
Places365_val_00000006.jpg	corridor	0.7253254055976868	corridor	0.7253254055976868
Places365_val_00000007.jpg	rock_arch	0.34437865018844604	canyon	0.04146574065089226
Places365_val_00000008.jpg	dining_room	0.9540695548057556	dining_room	0.9540695548057556
Places365_val_00000009.jpg	forest/broadleaf	0.5366530418395996	forest/broadleaf	0.5366530418395996
Places365_val_00000010.jpg	atrium/public	0.2084626704454422	shopping_mall/indoor	0.1080784797668457
Places365_val_00000011.jpg	baseball_field	0.737453043460846	baseball_field	0.737453043460846
Places365_val_00000012.jpg	topiary_garden	0.18941766023635864	campus	0.11602092534303665
Places365_val_00000013.jpg	beach_house	0.2916496694087982	beach_house	0.2916496694087982
Places365_val_00000014.jpg	throne_room	0.28617236018180847	art_gallery	0.00575882475823164
Places365_val_00000015.jpg	train_interior	0.597341001033783	bus_interior	0.4013345539569855
Places365_val_00000016.jpg	gymnasium/indoor	0.9992337226867676	gymnasium/indoor	0.9992337226867676
Places365_val_00000017.jpg	glacier	0.3217797577381134	glacier	0.3217797577381134
Places365_val_00000018.jpg	physics_laboratory	0.45824915170669556	nursing_home	0.22433865070343018
Places365_val_00000019.jpg	gift_shop	0.28461605310440063	storage_room	0.031011898070573807
Places365_val_00000020.jpg	florist_shop/indoor	0.7587661743164062	florist_shop/indoor	0.7587661743164062
Places365_val_00000021.jpg	kitchen	0.2551382780075073	restaurant_kitchen	0.04586682841181755
Places365_val_00000022.jpg	recreation_room	0.6168591380119324	recreation_room	0.6168591380119324
Places365_val_00000023.jpg	schoolhouse	0.9988101720809937	schoolhouse	0.9988101720809937
Places365_val_00000024.jpg	amusement_arcade	0.7457659244537354	amusement_arcade	0.7457659244537354
Places365_val_00000025.jpg	cliff	0.6819760799407959	ocean	0.03071443922817707
Places365_val_00000026.jpg	marsh	0.2779582738876343	river	0.062335629016160965
Places365_val_00000027.jpg	pub/indoor	0.5562512874603271	pub/indoor	0.5562512874603271
Places365_val_00000028.jpg	lecture_room	0.5967013835906982	lecture_room	0.5967013835906982
Places365_val_00000029.jpg	topiary_garden	0.3907710611820221	japanese_garden	0.06004023179411888
Places365_val_00000030.jpg	motel	0.6872996687889099	motel	0.6872996687889099
Places365_val_00000031.jpg	assembly_line	0.814838171005249	assembly_line	0.814838171005249
Places365_val_00000032.jpg	campsite	0.9424312710762024	campsite	0.9424312710762024
Places365_val_00000033.jpg	florist_shop/indoor	0.6846013069152832	florist_shop/indoor	0.6846013069152832
Places365_val_00000034.jpg	racecourse	0.8692060708999634	racecourse	0.8692060708999634
Places365_val_00000035.jpg	volleyball_court/outdoor	0.7924010753631592	kennel/outdoor	0.01219234149903059
Places365_val_00000036.jpg	bus_interior	0.857864499092102	bus_interior	0.857864499092102
Places365_val_00000037.jpg	throne_room	0.7431312203407288	dressing_room	0.0027351905591785908
Places365_val_00000038.jpg	wheat_field	0.2382347583770752	wind_farm	0.11620604246854782
Places365_val_00000039.jpg	garage/indoor	0.4483124017715454	auto_factory	0.17951136827468872
Places365_val_00000040.jpg	lagoon	0.4004524350166321	beach	0.3179773986339569
Places365_val_00000041.jpg	mountain_snowy	0.4373680055141449	mountain	0.041584089398384094
Places365_val_00000042.jpg	pavilion	0.3445017635822296	pavilion	0.3445017635822296
Places365_val_00000043.jpg	tree_house	0.6600108742713928	tree_house	0.6600108742713928
Places365_val_00000044.jpg	restaurant	0.3023800849914551	coffee_shop	0.06688003242015839
Places365_val_00000045.jpg	skyscraper	0.6740013360977173	skyscraper	0.6740013360977173
Places365_val_00000046.jpg	street	0.3829258382320404	street	0.3829258382320404
Places365_val_00000047.jpg	elevator_shaft	0.6256639957427979	alley	0.2442275881767273
Places365_val_00000048.jpg	hardware_store	0.8423720002174377	supermarket	0.12552592158317566
Places365_val_00000049.jpg	arena/hockey	0.7112553715705872	arena/hockey	0.7112553715705872
Places365_val_00000050.jpg	topiary_garden	0.48698970675468445	zen_garden	0.19762839376926422
Places365_val_00000051.jpg	library/indoor	0.779146134853363	library/indoor	0.779146134853363
Places365_val_00000052.jpg	arena/performance	0.34924325346946716	ice_skating_rink/indoor	0.3424049913883209
Places365_val_00000053.jpg	arena/hockey	0.8259982466697693	arena/hockey	0.8259982466697693
Places365_val_00000054.jpg	chalet	0.8402793407440186	chalet	0.8402793407440186
Places365_val_00000055.jpg	bedchamber	0.8896551132202148	bedchamber	0.8896551132202148
Places365_val_00000056.jpg	yard	0.19972197711467743	botanical_garden	0.013321219012141228
Places365_val_00000057.jpg	galley	0.9462703466415405	galley	0.9462703466415405
Places365_val_00000058.jpg	airport_terminal	0.7017492055892944	department_store	0.11426009237766266
Places365_val_00000059.jpg	inn/outdoor	0.1691521406173706	schoolhouse	0.03186490014195442
Places365_val_00000060.jpg	atrium/public	0.5697326064109802	atrium/public	0.5697326064109802
Places365_val_00000061.jpg	dam	0.8544424772262573	dam	0.8544424772262573
Places365_val_00000062.jpg	army_base	0.9988712668418884	army_base	0.9988712668418884
Places365_val_00000063.jpg	gas_station	0.9997817873954773	gas_station	0.9997817873954773
Places365_val_00000064.jpg	ballroom	0.9997050166130066	ballroom	0.9997050166130066
Places365_val_00000065.jpg	chemistry_lab	0.7217463850975037	biology_laboratory	0.10134749859571457
Places365_val_00000066.jpg	pantry	0.36839526891708374	pantry	0.36839526891708374
Places365_val_00000067.jpg	greenhouse/indoor	0.28827038407325745	greenhouse/indoor	0.28827038407325745
Places365_val_00000068.jpg	balcony/interior	0.2642480731010437	kasbah	0.003151882905513048
Places365_val_00000069.jpg	courthouse	0.30113518238067627	mausoleum	0.019698018208146095
Places365_val_00000070.jpg	booth/indoor	0.5040574073791504	booth/indoor	0.5040574073791504
Places365_val_00000071.jpg	youth_hostel	0.1687776893377304	youth_hostel	0.1687776893377304
Places365_val_00000072.jpg	fire_escape	0.9233803749084473	fire_escape	0.9233803749084473
Places365_val_00000073.jpg	rice_paddy	0.45324286818504333	rice_paddy	0.45324286818504333
Places365_val_00000074.jpg	kasbah	0.457983136177063	mausoleum	0.15283344686031342
Places365_val_00000075.jpg	throne_room	0.31021085381507874	entrance_hall	0.20053353905677795
Places365_val_00000076.jpg	bakery/shop	0.7626228332519531	bakery/shop	0.7626228332519531
Places365_val_00000077.jpg	escalator/indoor	0.3815993070602417	escalator/indoor	0.3815993070602417
Places365_val_00000078.jpg	elevator_shaft	0.7057633996009827	elevator_shaft	0.7057633996009827
Places365_val_00000079.jpg	oilrig	0.5876404643058777	industrial_area	0.06220933422446251
Places365_val_00000080.jpg	escalator/indoor	0.4941566288471222	escalator/indoor	0.4941566288471222
Places365_val_00000081.jpg	chemistry_lab	0.42773574590682983	operating_room	0.15231837332248688
Places365_val_00000082.jpg	mosque/outdoor	0.5722799897193909	mosque/outdoor	0.5722799897193909
Places365_val_00000083.jpg	house	0.3115106523036957	cottage	0.12968505918979645
Places365_val_00000084.jpg	art_studio	0.08151545375585556	courtyard	0.010345960035920143
Places365_val_00000085.jpg	shoe_shop	0.15690878033638	flea_market/indoor	0.04495833069086075
Places365_val_00000086.jpg	banquet_hall	0.3079949915409088	banquet_hall	0.3079949915409088
Places365_val_00000087.jpg	car_interior	0.682715117931366	auto_factory	0.11003447324037552
Places365_val_00000088.jpg	cockpit	0.9932124614715576	cockpit	0.9932124614715576
Places365_val_00000089.jpg	martial_arts_gym	0.6542303562164307	martial_arts_gym	0.6542303562164307
Places365_val_00000090.jpg	general_store/outdoor	0.67737877368927	general_store/outdoor	0.67737877368927
Places365_val_00000091.jpg	motel	0.7783851623535156	motel	0.7783851623535156
Places365_val_00000092.jpg	playground	0.8591748476028442	playground	0.8591748476028442
Places365_val_00000093.jpg	entrance_hall	0.27730581164360046	basement	0.07945194095373154
Places365_val_00000094.jpg	playroom	0.2732468247413635	playroom	0.2732468247413635
Places365_val_00000095.jpg	fabric_store	0.9719987511634827	fabric_store	0.9719987511634827
Places365_val_00000096.jpg	forest_path	0.798376202583313	forest_path	0.798376202583313
Places365_val_00000097.jpg	hangar/indoor	0.2982073426246643	hangar/indoor	0.2982073426246643
Places365_val_00000098.jpg	street	0.36453068256378174	crosswalk	0.2659960389137268
Places365_val_00000099.jpg	restaurant_patio	0.1353650987148285	physics_laboratory	0.1122376099228859
Places365_val_00000100.jpg	pub/indoor	0.4103628695011139	pub/indoor	0.4103628695011139
Places365_val_00000101.jpg	cabin/outdoor	0.7875387668609619	schoolhouse	0.054480742663145065
Places365_val_00000102.jpg	industrial_area	0.7086712121963501	industrial_area	0.7086712121963501
Places365_val_00000103.jpg	baseball_field	0.8051861524581909	baseball_field	0.8051861524581909
Places365_val_00000104.jpg	ice_shelf	0.44989582896232605	ice_floe	0.014137178659439087
